nohup: ignoring input
The following values were not passed to `accelerate launch` and had defaults used instead:
	`--num_machines` was set to a value of `1`
	`--dynamo_backend` was set to a value of `'no'`
To avoid this warning pass in values for each of the problematic parameters or run `accelerate config`.
Detected kernel version 5.4.210, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
`torch_dtype` is deprecated! Use `dtype` instead!
Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00, 33.99it/s]
Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00, 28.30it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00, 28.25it/s]
[stage2] run initialized run_id=stage2_grpo_qwen3_4b_1gpu_20260821_152713 output_dir=/mnt/bn/fs-llm-train-v2/mlx/users/lijing/SIEVE/outputs/stage2-qwen3-4b run_dir=/mnt/bn/fs-llm-train-v2/mlx/users/lijing/SIEVE/outputs/stage2-qwen3-4b/runs/stage2_grpo_qwen3_4b_1gpu_20260821_152713
[stage2] iter=1/200 lr=8.333e-07 return=0.0000 score=0.0000 success=0.0000 parse=0.8485 reward_var=0.000000 policy_loss=0.000000 kl=0.000266 false_update=0.1250 stall=0.6250
[stage2] iter=128/200 lr=1.515e-06 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.008642 false_update=0.0000 stall=0.0000
[stage2] iter=129/200 lr=1.478e-06 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.015328 false_update=0.0000 stall=0.0000
[stage2] iter=130/200 lr=1.441e-06 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.014486 false_update=0.0000 stall=0.0000
[stage2] iter=131/200 lr=1.405e-06 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.014807 false_update=0.0000 stall=0.0000
[stage2] iter=132/200 lr=1.369e-06 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.018054 false_update=0.0000 stall=0.0000
[stage2] iter=133/200 lr=1.333e-06 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.009663 false_update=0.0000 stall=0.0000
[stage2] iter=134/200 lr=1.297e-06 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.022810 false_update=0.0000 stall=0.0000
[stage2] iter=135/200 lr=1.262e-06 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.003746 false_update=0.0000 stall=0.0000
[stage2] iter=136/200 lr=1.227e-06 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.024040 false_update=0.0000 stall=0.0000
[stage2] iter=137/200 lr=1.192e-06 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.003188 false_update=0.0000 stall=0.0000
[stage2] iter=138/200 lr=1.158e-06 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.014338 false_update=0.0000 stall=0.0000
[stage2] iter=139/200 lr=1.124e-06 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.018170 false_update=0.0000 stall=0.0000
[stage2] iter=140/200 lr=1.090e-06 return=0.3873 score=0.3873 success=0.0000 parse=1.0000 reward_var=0.018369 policy_loss=0.094040 kl=0.053164 false_update=0.0000 stall=0.1250
Removed shared tensor {'base_model.model.lm_head.weight'} while saving. This should be OK, but check by verifying that you don't receive any warning while reloading
[stage2] iter=141/200 lr=1.057e-06 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.014733 false_update=0.0000 stall=0.0000
[stage2] iter=142/200 lr=1.024e-06 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.028958 false_update=0.0000 stall=0.0000
[stage2] iter=143/200 lr=9.915e-07 return=0.3873 score=0.3873 success=0.0000 parse=0.9688 reward_var=0.018369 policy_loss=0.022620 kl=0.017640 false_update=0.0000 stall=0.0000
[stage2] iter=144/200 lr=9.594e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.010687 false_update=0.0000 stall=0.0000
[stage2] iter=145/200 lr=9.277e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.023860 false_update=0.0000 stall=0.0000
[stage2] iter=146/200 lr=8.965e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.009857 false_update=0.0000 stall=0.0000
[stage2] iter=147/200 lr=8.656e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.016048 false_update=0.0000 stall=0.0000
[stage2] iter=148/200 lr=8.352e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.013976 false_update=0.0000 stall=0.0000
[stage2] iter=149/200 lr=8.052e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.025364 false_update=0.0000 stall=0.0000
[stage2] iter=150/200 lr=7.757e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.027034 false_update=0.0000 stall=0.0000
[stage2] iter=151/200 lr=7.466e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.018299 false_update=0.0000 stall=0.0000
[stage2] iter=152/200 lr=7.180e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.004670 false_update=0.0000 stall=0.0000
[stage2] iter=153/200 lr=6.898e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.025692 false_update=0.0000 stall=0.0000
[stage2] iter=154/200 lr=6.621e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.013400 false_update=0.0000 stall=0.0000
[stage2] iter=155/200 lr=6.349e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.015395 false_update=0.0000 stall=0.0000
[stage2] iter=156/200 lr=6.082e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.022441 false_update=0.0000 stall=0.0000
[stage2] iter=157/200 lr=5.820e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.016952 false_update=0.0000 stall=0.0000
[stage2] iter=158/200 lr=5.563e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.009187 false_update=0.0000 stall=0.0000
[stage2] iter=159/200 lr=5.311e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.018680 false_update=0.0000 stall=0.0000
[stage2] iter=160/200 lr=5.064e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.025935 false_update=0.0000 stall=0.0000
Removed shared tensor {'base_model.model.lm_head.weight'} while saving. This should be OK, but check by verifying that you don't receive any warning while reloading
[stage2] iter=161/200 lr=4.822e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.028379 false_update=0.0000 stall=0.0000
[stage2] iter=162/200 lr=4.586e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.021371 false_update=0.0000 stall=0.0000
[stage2] iter=163/200 lr=4.355e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.013224 false_update=0.0000 stall=0.0000
[stage2] iter=164/200 lr=4.129e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.001859 false_update=0.0000 stall=0.0000
[stage2] iter=165/200 lr=3.909e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.021821 false_update=0.0000 stall=0.0000
[stage2] iter=166/200 lr=3.695e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.016157 false_update=0.0000 stall=0.0000
[stage2] iter=167/200 lr=3.486e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.008627 false_update=0.0000 stall=0.0000
[stage2] iter=168/200 lr=3.282e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.013394 false_update=0.0000 stall=0.0000
[stage2] iter=169/200 lr=3.085e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.011696 false_update=0.0000 stall=0.0000
[stage2] iter=170/200 lr=2.893e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.013145 false_update=0.0000 stall=0.0000
[stage2] iter=171/200 lr=2.706e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.005896 false_update=0.0000 stall=0.0000
[stage2] iter=172/200 lr=2.526e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.002704 false_update=0.0000 stall=0.0000
[stage2] iter=173/200 lr=2.352e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.006887 false_update=0.0000 stall=0.0000
[stage2] iter=174/200 lr=2.183e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.009554 false_update=0.0000 stall=0.0000
[stage2] iter=175/200 lr=2.021e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.011811 false_update=0.0000 stall=0.0000
[stage2] iter=176/200 lr=1.864e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.019139 false_update=0.0000 stall=0.0000
[stage2] iter=177/200 lr=1.714e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.013528 false_update=0.0000 stall=0.0000
[stage2] iter=178/200 lr=1.570e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.017017 false_update=0.0000 stall=0.0000
[stage2] iter=179/200 lr=1.432e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.035719 false_update=0.0000 stall=0.0000
[stage2] iter=180/200 lr=1.300e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.006218 false_update=0.0000 stall=0.0000
Removed shared tensor {'base_model.model.lm_head.weight'} while saving. This should be OK, but check by verifying that you don't receive any warning while reloading
[stage2] iter=181/200 lr=1.174e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.014593 false_update=0.0000 stall=0.0000
[stage2] iter=182/200 lr=1.055e-07 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.025060 false_update=0.0000 stall=0.0000
[stage2] iter=183/200 lr=9.414e-08 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.011014 false_update=0.0000 stall=0.0000
[stage2] iter=184/200 lr=8.345e-08 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.018389 false_update=0.0000 stall=0.0000
[stage2] iter=185/200 lr=7.339e-08 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.012614 false_update=0.0000 stall=0.0000
[stage2] iter=186/200 lr=6.397e-08 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.016671 false_update=0.0000 stall=0.0000
[stage2] iter=187/200 lr=5.519e-08 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.019645 false_update=0.0000 stall=0.0000
[stage2] iter=188/200 lr=4.705e-08 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.013907 false_update=0.0000 stall=0.0000
[stage2] iter=189/200 lr=3.956e-08 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.016892 false_update=0.0000 stall=0.0000
[stage2] iter=190/200 lr=3.271e-08 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.015561 false_update=0.0000 stall=0.0000
[stage2] iter=191/200 lr=2.650e-08 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.019427 false_update=0.0000 stall=0.0000
[stage2] iter=192/200 lr=2.095e-08 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.016633 false_update=0.0000 stall=0.0000
[stage2] iter=193/200 lr=1.604e-08 return=0.3873 score=0.3873 success=0.0000 parse=1.0000 reward_var=0.018369 policy_loss=0.077927 kl=0.254439 false_update=0.0000 stall=0.1250
[stage2] iter=194/200 lr=1.179e-08 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.007778 false_update=0.0000 stall=0.0000
[stage2] iter=195/200 lr=8.190e-09 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.000241 false_update=0.0000 stall=0.0000
[stage2] iter=196/200 lr=5.243e-09 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.035570 false_update=0.0000 stall=0.0000
[stage2] iter=197/200 lr=2.950e-09 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.018408 false_update=0.0000 stall=0.0000
[stage2] iter=198/200 lr=1.311e-09 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.025482 false_update=0.0000 stall=0.0000
[stage2] iter=199/200 lr=3.278e-10 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.019429 false_update=0.0000 stall=0.0000
[stage2] iter=200/200 lr=0.000e+00 return=0.4426 score=0.4426 success=0.0000 parse=1.0000 reward_var=0.000000 policy_loss=0.000000 kl=0.014427 false_update=0.0000 stall=0.0000
Removed shared tensor {'base_model.model.lm_head.weight'} while saving. This should be OK, but check by verifying that you don't receive any warning while reloading
{
  "iterations": 200,
  "best_dev_score": 0.0,
  "output_dir": "/mnt/bn/fs-llm-train-v2/mlx/users/lijing/SIEVE/outputs/stage2-qwen3-4b",
  "run_dir": "/mnt/bn/fs-llm-train-v2/mlx/users/lijing/SIEVE/outputs/stage2-qwen3-4b/runs/stage2_grpo_qwen3_4b_1gpu_20260821_152713",
  "audit": {
    "split_counts": {
      "train": 1600,
      "dev": 200,
      "test": 300
    },
    "expected_split_counts": {
      "train": 1600,
      "dev": 200,
      "test": 300
    },
    "split_count_mismatches": 0,
    "split_sha256": {
      "train": "cb922ce55226331652e5f5be50b6bbc88f301d7cff957e27c52e8eb921bc696e",
      "dev": "31fa39ec8b0956247e2564b3604c8ddf9978bfe46e1449893a7b52977421e58c",
      "test": "19fdb280890e1ebc200cd632de3b835f2d47144d1a81346cf9ca1669b832edaa"
    },
    "base_task_overlap": 0,
    "duplicate_scenario_ids": 0,
    "distractor_split_violations": 0,
    "missing_distractor_provenance": 0,
    "wrong_split_labels": 0,
    "target_leaks": 0,
    "missing_private_blocks": 0,
    "event_contract_errors": 0,
    "manifest_path": "/mnt/bn/fs-llm-train-v2/mlx/users/lijing/SIEVE/data/rl/manifest.json",
    "manifest_matches_files": true,
    "model_path": "/mnt/bn/fs-llm-train-v2/mlx/users/lijing/SIEVE/model/Qwen3-4B",
    "model_ready": true,
    "sft_checkpoint": "/mnt/bn/fs-llm-train-v2/mlx/users/lijing/SIEVE/outputs/stage1-qwen3-4b/best",
    "sft_adapter_ready": true,
    "sft_adapter_sha256": "79407496c1a8a51bcef9eaa910a5158e4d450952689ce9b08462e6073c03672b",
    "readiness_report": "/mnt/bn/fs-llm-train-v2/mlx/users/lijing/SIEVE/outputs/stage1-qwen3-4b/readiness.json",
    "readiness_report_present": true,
    "readiness_report_matches_artifacts": true,
    "stage1_readiness_gate_passed": true,
    "ready_for_stage2": true,
    "dependencies": {
      "torch": {
        "installed": true,
        "version": "2.7.1"
      },
      "transformers": {
        "installed": true,
        "version": "4.57.1"
      },
      "peft": {
        "installed": true,
        "version": "0.18.0"
      },
      "accelerate": {
        "installed": true,
        "version": "1.12.0"
      }
    }
  }
}
